10941, -25, 25, 874, 662
10968, -25, 25, 879, 663
10995, -25, 25, 853, 660
11022, 25, 25, 722, 654
11048, 25, 25, 632, 644
11074, 25, 25, 578, 634
11100, 25, 25, 589, 635
11126, 25, 25, 647, 652
11152, 25, 25, 714, 675
11177, 25, 25, 766, 676
11204, -25, 25, 813, 656
11231, -25, 25, 864, 643
11258, -25, 25, 862, 627
11285, 25, 25, 736, 628
11312, 25, 25, 669, 635
11337, 25, 25, 628, 644
11363, 25, 25, 619, 621
11389, 25, 25, 713, 635
11415, 25, 25, 776, 661
11441, -25, 25, 834, 659
11468, -25, 25, 856, 679
11495, -25, 25, 848, 680
11523, 25, 25, 787, 681
11548, 25, 25, 684, 674
11574, 25, 25, 670, 671
11600, 25, 25, 668, 671
11626, 25, 25, 712, 662
11653, 25, 25, 753, 666
11678, -25, 25, 823, 657
11705, -25, 25, 864, 648
11732, -25, 25, 843, 634
11759, 25, 25, 758, 646
11786, 25, 25, 659, 631
11811, 25, 25, 625, 632
11837, 25, 25, 623, 612
11864, 25, 25, 673, 621
11889, 25, 25, 703, 631
11916, 25, 25, 721, 653
11941, 25, 25, 771, 661
11967, -25, 25, 816, 644
11995, -25, 25, 866, 640
12021, -25, 25, 833, 641
12049, 25, 25, 736, 637
12075, 25, 25, 687, 631
12100, 25, 25, 660, 633
12127, 25, 25, 609, 621
12152, 25, 25, 577, 653
12179, 25, 25, 593, 660
12205, 25, 25, 613, 661
12230, 25, 25, 636, 666
12257, 25, 25, 672, 694
12282, 25, 25, 691, 697
12308, 25, 25, 734, 630
12335, 25, 25, 739, 653
12360, 25, 25, 719, 657
12387, 25, 25, 708, 658
12412, 25, 25, 691, 672
12438, 25, 25, 672, 685
12465, 25, 25, 649, 697
12490, 25, 25, 631, 677
12517, 25, 25, 627, 646
12542, 25, 25, 612, 670
12568, 25, 25, 609, 685
12595, 25, 25, 608, 667
12620, 25, 25, 618, 650
12647, 25, 25, 602, 647
12673, 25, 25, 616, 650
12698, 25, 25, 590, 668
12725, 25, 25, 560, 669
12750, 25, 25, 581, 667
12777, 25, 25, 609, 666
12803, 25, 25, 622, 670
12828, 25, 25, 606, 686
12855, 25, 25, 621, 669
12880, 25, 25, 629, 647
12906, 25, 25, 617, 651
12933, 25, 25, 618, 649
12958, 25, 25, 606, 699
12985, 25, -25, 577, 807
13011, 25, -25, 552, 881
13038, 25, -25, 561, 892
13066, 25, -25, 587, 868
13092, 25, -25, 606, 800
13120, 25, 25, 581, 695
13146, 25, 25, 555, 674
13171, 25, 25, 542, 682
13198, 25, 25, 550, 668
13223, 25, 25, 594, 662
13250, 25, 25, 596, 737
13276, 25, -25, 580, 835
13302, 25, -25, 572, 891
13330, 25, -25, 548, 892
13357, 25, -25, 577, 880
13384, 25, -25, 564, 830
13411, 25, 25, 550, 717
13436, 25, 25, 582, 668
13463, 25, 25, 594, 661
13489, 25, 25, 517, 672
13515, 25, 25, 472, 713
13541, 25, -25, 501, 815
13568, 25, -25, 567, 870
13595, 25, -25, 571, 871
13622, 25, -25, 557, 833
13649, 25, 25, 558, 741
13675, 25, 25, 588, 688
13701, 25, 25, 626, 679
13727, 25, 25, 613, 705
13753, 25, 25, 599, 753
13779, 25, -25, 614, 810
13806, 25, -25, 631, 869
13833, 25, -25, 615, 858
13860, 25, -25, 586, 808
13887, 25, 25, 584, 682
13914, 25, 25, 584, 652
13939, 25, 25, 603, 668
13965, 25, 25, 574, 661
13991, 25, 25, 549, 674
14017, 25, 25, 574, 702
14044, 25, 25, 595, 708
14069, 25, 25, 618, 729
14095, 25, 25, 586, 791
14121, 25, -25, 581, 820
14148, 25, -25, 594, 841
14176, 25, -25, 584, 830
14202, 25, 25, 574, 778
14228, 25, 25, 570, 696
14255, 25, 25, 561, 667
14280, 25, 25, 583, 684
14306, 25, 25, 593, 739
14332, 25, 25, 582, 738
14358, 25, 25, 572, 776
14385, 25, -25, 559, 812
14411, 25, -25, 589, 828
14438, 25, -25, 609, 810
14466, 25, 25, 598, 720
14491, 25, 25, 593, 653
14518, 25, 25, 573, 635
14543, 25, 25, 587, 665
14569, 25, 25, 603, 695
14596, 25, 25, 600, 704
14621, 25, 25, 608, 716
14648, 25, 25, 605, 724
14673, 25, 25, 584, 744
14699, 25, 25, 586, 750
14726, 25, 25, 597, 765
14751, 25, 25, 600, 782
14778, 25, -25, 587, 806
14804, 25, -25, 593, 805
14831, 25, 25, 591, 794
14858, 25, 25, 599, 735
14883, 25, 25, 616, 709
14910, 25, 25, 610, 695
14936, 25, 25, 595, 691
14961, 25, 25, 590, 687
14988, 25, 25, 588, 675
15013, 25, 25, 570, 610
15040, 25, 25, 574, 615
15066, 25, 25, 551, 702
15091, 25, 25, 530, 728
15118, 25, 25, 552, 737
15143, 25, 25, 584, 721
15169, 25, 25, 602, 709
15196, 25, 25, 599, 723
15221, 25, 25, 584, 762
15248, 25, 25, 589, 785
15273, 25, -25, 579, 807
15300, 25, -25, 588, 812
15328, 25, 25, 533, 786
15353, 25, 25, 528, 718
15380, 25, 25, 534, 678
15406, 25, 25, 563, 685
15431, 25, 25, 581, 667
15458, 25, 25, 562, 671
15483, 25, 25, 547, 683
15510, 25, 25, 556, 681
15536, 25, 25, 550, 680
15561, 25, 25, 545, 685
15588, 25, 25, 570, 705
15613, 25, 25, 588, 725
15640, 25, 25, 565, 722
15666, 25, 25, 555, 721
15691, 25, 25, 566, 689
15718, 25, 25, 590, 665
15744, 25, 25, 546, 715
15769, 25, 25, 541, 737
15796, 25, 25, 560, 740
15821, 25, 25, 557, 747
15848, 25, 25, 563, 755
15874, 25, 25, 544, 780
15899, 25, 25, 539, 773
15926, 25, 25, 577, 784
15951, 25, 25, 533, 791
15978, 25, -25, 547, 800
16005, 25, 25, 600, 793
16030, 25, 25, 591, 769
16057, 25, 25, 578, 715
16082, 25, 25, 578, 702
16109, 25, 25, 576, 694
16135, 25, 25, 561, 702
16160, 25, 25, 568, 707
16187, 25, 25, 562, 687
16212, 25, 25, 566, 724
16239, 25, 25, 587, 758
16265, 25, 25, 596, 754
16290, 25, 25, 610, 755
16317, 25, 25, 638, 750
16343, 25, 25, 629, 769
16368, 25, 25, 616, 770
16395, 25, 25, 603, 779
16420, 25, 25, 599, 786
16447, 25, 25, 575, 798
16473, 25, -25, 559, 812
16499, 25, -25, 567, 826
16527, 25, 25, 590, 774
16552, 25, 25, 599, 708
16579, 25, 25, 598, 695
16605, 25, 25, 588, 683
16630, 25, 25, 583, 692
16657, 25, 25, 604, 695
16683, 25, 25, 620, 680
16709, 25, 25, 616, 677
16735, 25, 25, 612, 675
16760, 25, 25, 611, 667
16787, 25, 25, 606, 627
16813, 25, 25, 615, 619
16839, 25, 25, 606, 634
16865, 25, 25, 598, 666
16890, 25, 25, 596, 683
16917, 25, 25, 597, 689
16943, 25, 25, 597, 677
16968, 25, 25, 609, 662
16995, 25, 25, 593, 643
17020, 25, 25, 569, 654
17047, 25, 25, 554, 669
17073, 25, 25, 565, 645
17098, 25, 25, 586, 663
17125, 25, 25, 589, 668
17150, 25, 25, 590, 656
17177, 25, 25, 575, 650
17203, 25, 25, 573, 654
17228, 25, 25, 561, 677
17255, 25, 25, 567, 641
17281, 25, 25, 578, 619
17307, 25, 25, 566, 643
17333, 25, 25, 568, 644
17358, 25, 25, 574, 656
17385, 25, 25, 575, 661
17411, 25, 25, 572, 658
17437, 25, 25, 565, 654
17463, 25, 25, 595, 657
17488, 25, 25, 607, 662
17515, 25, 25, 595, 679
17541, 25, 25, 588, 639
17566, 25, 25, 580, 647
17593, 25, 25, 592, 647
17618, 25, 25, 578, 667
17645, 25, 25, 581, 668
17671, 25, 25, 553, 691
17696, 25, 25, 511, 689
17723, 25, 25, 521, 674
17748, 25, 25, 527, 664
17775, 25, 25, 536, 652
17801, 25, 25, 563, 650
17826, 25, 25, 580, 650
17853, 25, 25, 567, 647
17879, 25, 25, 553, 644
17905, 25, 25, 526, 644
17931, 25, 25, 552, 648
17956, 25, 25, 553, 650
17983, 25, 25, 529, 683
18009, 25, 25, 544, 684
18035, 25, 25, 543, 663
18061, 25, 25, 553, 630
18086, 25, 25, 611, 617
18113, 25, 25, 679, 655
18139, -25, 25, 812, 649
18165, -25, 25, 884, 650
18193, -25, 25, 883, 637
18220, 25, 25, 768, 634
18246, 25, 25, 643, 611
18272, 25, 25, 577, 641
18297, 25, 25, 587, 669
18324, 25, 25, 638, 674
18350, 25, 25, 694, 650
18376, -25, 25, 809, 655
18403, -25, 25, 877, 648
18429, -25, 25, 871, 661
18457, 25, 25, 719, 660
18483, 25, 25, 616, 668
18509, 25, 25, 606, 671
18535, 25, 25, 619, 661
18561, 25, 25, 641, 661
18587, 25, 25, 697, 632
18613, -25, 25, 810, 625
18640, -25, 25, 879, 630
18667, -25, 25, 863, 628
18694, 25, 25, 748, 637
18720, 25, 25, 675, 660
18746, 25, 25, 678, 662
18772, 25, 25, 720, 669
18798, 25, 25, 761, 647
18824, -25, 25, 852, 659
18851, -25, 25, 881, 660
18878, -25, 25, 834, 661
18906, 25, 25, 691, 667
18931, 25, 25, 587, 664
18957, 25, 25, 571, 657
18983, 25, 25, 562, 615
19009, 25, 25, 599, 622
19036, 25, 25, 638, 648
19061, 25, 25, 699, 667
19087, 25, 25, 756, 657
19113, -25, 25, 850, 617
19140, -25, 25, 875, 633
19168, 25, 25, 791, 649
19193, 25, 25, 647, 653
19219, 25, 25, 630, 650
19246, 25, 25, 653, 647
19271, 25, 25, 686, 653
19297, 25, 25, 730, 650
19323, -25, 25, 809, 651
19350, -25, 25, 860, 632
19378, 25, 25, 780, 617
19403, 25, 25, 660, 622
19429, 25, 25, 618, 644
19456, 25, 25, 620, 652
19481, 25, 25, 635, 637
19508, 25, 25, 667, 597
19533, 25, 25, 731, 595
19559, 25, 25, 776, 626
19586, -25, 25, 880, 640
19612, -25, 25, 900, 660
19640, -25, 25, 878, 665
19666, 25, 25, 742, 653
19692, 25, 25, 582, 660
19719, 25, 25, 574, 656
19744, 25, 25, 604, 677
19771, 25, 25, 640, 677
19796, 25, 25, 710, 663
19822, 25, 25, 786, 665
19849, -25, 25, 870, 672
19875, -25, 25, 887, 664
19903, -25, 25, 887, 640
19930, -25, 25, 800, 648
19956, 25, 25, 639, 647
19983, 25, 25, 566, 657
20008, 25, 25, 600, 657
20035, 25, 25, 588, 671
20061, 25, 25, 598, 676
20086, 25, 25, 601, 669
20113, 25, 25, 647, 685
20139, 25, 25, 696, 676
20165, 25, 25, 765, 657
20191, -25, 25, 874, 666
20217, -25, 25, 954, 665
20245, -25, 25, 978, 651
20272, -25, 25, 960, 661
20299, 25, 25, 715, 651
20325, 25, 25, 615, 659
20350, 25, 25, 599, 652
20377, 25, 25, 622, 649
20403, 25, 25, 685, 643
20428, 25, 25, 795, 645
20455, -25, 25, 880, 642
20482, -25, 25, 894, 642
20509, -25, 25, 894, 649
20536, -25, 25, 901, 647
20563, -25, 25, 867, 634
20590, 25, 25, 673, 627
20616, 25, 25, 595, 619
20642, 25, 25, 583, 627
20668, 25, 25, 628, 608
20694, 25, 25, 748, 638
20720, -25, 25, 872, 651
20747, -25, 25, 891, 649
20774, -25, 25, 890, 648
20801, -25, 25, 887, 633
20828, -25, 25, 868, 635
20855, 25, 25, 769, 643
20881, 25, 25, 675, 662
20908, 25, 25, 670, 668
20933, 25, 25, 726, 678
20959, -25, 25, 843, 661
20986, -25, 25, 886, 662
21013, -25, 25, 888, 664
21041, -25, 25, 886, 653
21067, -25, 25, 876, 660
21094, -25, 25, 807, 672
21122, 25, 25, 658, 674
21147, 25, 25, 583, 670
21174, 25, 25, 586, 644
21199, 25, 25, 653, 635
21225, 25, 25, 782, 642
21252, -25, 25, 877, 634
21278, -25, 25, 890, 614
21306, -25, 25, 890, 613
21332, -25, 25, 889, 610
21359, -25, 25, 879, 625
21387, 25, 25, 794, 620
21412, 25, 25, 695, 633
21439, 25, 25, 693, 631
21465, -25, 25, 829, 617
21491, -25, 25, 879, 621
21519, -25, 25, 881, 631
21545, -25, 25, 861, 643
21573, 25, 25, 766, 642
21599, 25, 25, 663, 648
21624, 25, 25, 694, 658
21651, -25, 25, 822, 655
21678, -25, 25, 879, 643
21705, -25, 25, 879, 630
21732, -25, 25, 804, 635
21758, 25, 25, 693, 627
21785, 25, 25, 622, 626
21811, 25, 25, 603, 621
21837, 25, 25, 654, 618
21863, 25, 25, 751, 626
21889, -25, 25, 865, 632
21916, -25, 25, 892, 634
21943, -25, 25, 893, 630
21970, -25, 25, 890, 626
21997, -25, 25, 853, 614
22024, 25, 25, 718, 613
22050, 25, 25, 628, 609
22076, 25, 25, 642, 619
22103, 25, 25, 733, 649
22128, -25, 25, 857, 656
22155, -25, 25, 911, 648
22182, -25, 25, 877, 642
22209, -25, 25, 845, 634
22237, 25, 25, 727, 639
22262, 25, 25, 643, 639
22288, 25, 25, 642, 652
22315, 25, 25, 709, 645
22340, -25, 25, 851, 643
22368, -25, 25, 883, 658
22394, -25, 25, 883, 661
22421, -25, 25, 871, 666
22449, -25, 25, 857, 656
22475, 25, 25, 751, 649
22502, 25, 25, 650, 646
22528, 25, 25, 648, 659
22553, 25, 25, 736, 642
22580, -25, 25, 869, 648
22606, -25, 25, 903, 659
22634, -25, 25, 911, 650
22661, -25, 25, 871, 646
22687, -25, 25, 871, 636
22715, -25, 25, 818, 633
22742, 25, 25, 710, 632
22768, 25, 25, 633, 639
22794, 25, 25, 652, 624
22819, 25, 25, 757, 612
22846, -25, 25, 875, 625
22873, -25, 25, 896, 639
22900, -25, 25, 896, 661
22927, -25, 25, 890, 653
22953, -25, 25, 875, 654
22981, 25, 25, 786, 658
23007, 25, 25, 720, 646
23033, 25, 25, 791, 663
23059, -25, 25, 883, 658
23086, -25, 25, 892, 642
23113, -25, 25, 889, 633
23140, -25, 25, 889, 627
23168, -25, 25, 891, 619
23194, -25, 25, 882, 606
23221, -25, 25, 863, 609
23248, 25, 25, 773, 620
23274, 25, 25, 697, 619
23301, 25, 25, 789, 620
23326, -25, 25, 883, 626
23353, -25, 25, 892, 629
23380, -25, 25, 892, 628
23407, -25, 25, 889, 622
23435, -25, 25, 889, 618
23461, -25, 25, 887, 617
23488, -25, 25, 886, 606
23516, -25, 25, 878, 595
23542, -25, 25, 853, 601
23570, 25, 25, 768, 607
23596, 25, 25, 712, 609
23621, 25, 25, 788, 633
23648, -25, 25, 885, 633
23674, -25, 25, 877, 638
23702, -25, 25, 898, 650
23729, -25, 25, 876, 657
23755, -25, 25, 843, 652
23783, -25, 25, 842, 641
23810, -25, 25, 848, 622
23837, 25, 25, 786, 614
23863, 25, 25, 745, 614
23888, -25, 25, 812, 612
23916, -25, 25, 870, 622
23943, -25, 25, 892, 629
23970, -25, 25, 879, 632
23997, -25, 25, 866, 650
24025, -25, 25, 844, 669
24051, 25, 25, 792, 678
24077, 25, 25, 758, 691
24103, -25, 25, 821, 665
24130, -25, 25, 875, 617
24157, -25, 25, 877, 617
24184, -25, 25, 871, 637
24211, -25, 25, 864, 647
24239, -25, 25, 852, 638
24265, -25, 25, 830, 637
24293, 25, 25, 742, 652
24318, 25, 25, 697, 641
24344, 25, 25, 757, 630
24371, -25, 25, 857, 650
